embedding_x,embedding_y
10.270745,13.687828
10.808236,17.781729
9.156521,20.188547
11.155528,15.315614
14.8541565,-11.842335
9.380695,19.995777
9.339107,12.580121
4.4842215,3.890932
13.3922415,15.034781
14.33349,11.861949
12.147267,17.780575
11.753668,19.6036
17.61587,8.806024
17.391722,7.8023195
-1.3276651,16.505022
-3.0787766,14.677242
11.748455,19.62191
-3.007419,17.335129
11.130579,15.322846
10.243093,13.694583
-6.411254,7.1304255
-2.5133145,9.735856
9.1366415,20.208914
11.881877,19.25843
-6.3117332,7.9975963
12.200836,6.6352844
13.559761,7.2276635
11.802296,12.62858
9.634345,19.717556
12.53846,18.341995
4.096811,13.566315
11.815568,16.895433
14.837742,-11.854444
10.7166395,12.344844
22.654902,-0.019697327
9.179524,19.923454
9.766402,12.466199
9.760546,-14.812695
9.147815,20.199293
17.105713,6.024982
12.158683,17.788755
22.654875,-0.01977637
-2.8058867,13.982638
5.3260646,-6.268672
-4.4822097,-2.100379
12.555895,18.59067
7.4420342,-6.164737
11.946984,19.76828
11.7756605,12.599715
11.9352865,19.798887
-2.7121542,14.011304
13.724651,7.1508417
12.2416725,6.2470517
-11.39365,4.407307
-11.372531,4.3601503
-1.5825181,-3.8175628
-2.606258,-9.91795
9.705398,13.734329
22.655178,-0.019692544
3.896192,-1.8307236
13.152458,7.4744577
-1.4588337,-5.0711827
-1.4926028,16.314075
12.56004,18.607853
16.949387,5.639306
14.824814,-12.472977
17.577679,7.406617
10.682129,15.140426
10.932366,-14.0990095
-5.824283,6.48544
24.396868,13.1934185
12.543277,18.384726
12.365568,12.878114
13.637616,6.969298
11.939142,15.890626
-11.183836,4.1903152
9.807878,13.765415
4.064382,13.624659
22.654873,-0.019716963
12.417284,14.364818
12.390269,18.750349
-2.5291715,9.720125
8.097953,5.2635226
12.076109,6.563816
-3.8982868,17.44126
9.11156,19.784962
16.97345,7.518242
14.166741,11.639618
17.210129,5.9568596
11.145443,15.298558
14.1825485,-12.168848
11.879443,19.767694
9.750354,19.064692
11.901904,15.946346
10.64606,15.033571
11.802134,12.584502
4.96311,-11.566134
11.183097,15.345688
10.810111,17.785398
-3.381773,15.87112
13.891576,7.0504518
4.456499,12.964303
13.435514,12.546605
12.146985,17.74513
-3.4967182,15.976521
20.59936,-5.0646324
-10.938138,4.981026
11.121876,-13.2324
9.528586,12.444325
-3.7982605,17.325974
24.07096,4.755025
12.513161,14.216508
16.944952,5.6450768
11.697763,12.7530575
-1.5292921,16.28781
23.873354,5.20763
9.703571,14.894022
-3.8464303,17.386229
11.96464,19.783564
-6.09585,6.9463964
23.818436,4.227267
20.958298,-3.6389456
4.441324,-3.3644047
10.996726,19.575886
-5.802063,6.4741
13.243516,18.853415
12.078632,13.006183
24.24783,4.4344707
14.898242,-11.917794
15.526123,-12.503033
11.8630705,19.254047
11.796477,13.162521
11.796579,19.643988
17.619673,7.920221
-4.4590364,17.261621
-15.554833,6.2874904
4.264203,13.994127
11.629682,16.442547
9.390173,14.4751
-15.420206,6.421218
12.436643,18.722015
-3.0195732,14.562743
15.825448,-0.82209986
4.2566166,13.245576
4.144412,13.736203
11.75225,6.362673
23.984135,5.174533
10.060244,19.458168
12.19092,6.564511
17.242825,8.052089
16.941992,5.639227
4.158763,13.626526
12.749492,18.597794
9.561727,14.830896
11.809219,19.696924
-6.2416754,7.6158924
4.566261,-10.798455
17.644775,6.5416837
-2.6035457,-9.920976
-0.41377416,21.090014
17.253061,5.910703
4.5560694,-9.941375
4.343213,13.219731
-2.6748548,14.097314
11.504453,12.779548
12.053163,13.153227
10.978373,-8.51275
4.143168,13.682487
-5.738469,6.419
-5.4136543,5.0078173
-2.5851924,-9.939186
11.941464,19.795218
5.864427,9.276122
1.4621828,9.457147
5.8652043,9.273323
5.874152,9.266596
5.8919315,9.251464
17.717653,7.969117
9.2089,20.145498
4.568117,-10.806358
13.045629,-4.5377464
6.21807,-3.340669
-3.44288,5.9832196
-4.4815474,-2.1002538
-3.8296974,16.826195
10.857336,17.838598
12.491635,14.243053
20.968485,-3.629967
-11.371559,4.2612505
12.507733,18.237942
10.680477,15.14165
12.353273,18.253149
11.785351,16.84939
9.575375,14.841233
22.655046,-0.019555805
14.99175,-12.596972
12.666493,18.58025
12.144236,17.724743
10.964217,-8.531165
11.782802,16.84363
20.216011,12.747872
14.320166,11.836518
-10.289308,4.568471
10.669982,12.328621
10.632081,15.039974
10.152592,13.666968
13.8320465,13.163212
7.4046955,-6.208898
11.762738,12.889565
9.382123,14.476731
12.457846,18.272844
13.731063,12.907898
12.516208,18.798866
8.794621,12.862833
11.178486,15.3975725
-6.3512154,7.885787
9.572123,14.844424
-2.6002343,-9.924608
-4.483803,-2.1018944
11.746285,19.517632
4.49228,3.8998294
11.746201,19.637907
11.011741,19.5652
16.92852,5.61721
12.204065,12.913671
9.354514,12.543331
-4.0798497,17.390554
17.285212,8.010569
-4.4294786,-2.0475729
11.393243,13.172414
10.150526,-15.107168
-2.8011541,13.926112
-3.3154624,15.741669
9.65296,12.418748
-1.5144157,16.295286
12.752486,15.406715
13.776849,6.8795514
-1.4455752,16.358318
9.518667,14.695542
10.052416,-15.598282
8.578775,13.1053
-5.4686675,5.0597963
24.407614,5.113543
20.587914,-5.069133
4.623393,-11.079958
9.178039,20.178963
8.630052,12.989589
4.501807,-3.312294
9.800087,12.444813
11.938696,19.798494
12.467786,18.729303
18.461058,9.1801
24.427744,5.080888
14.290913,-12.215372
17.864227,7.9831085
22.654963,-0.019693324
9.31515,-14.793675
13.853363,6.836948
4.437361,12.988239
9.536191,14.145188
5.0993476,-11.256756
14.798504,-11.95018
9.450844,-15.605135
-1.4723206,16.333052
14.837705,-11.848951
12.152294,6.5936704
10.9666605,-8.527312
12.512706,18.363895
-3.1075718,-4.814534
11.09493,12.408951
8.166652,-5.6923294
13.358881,12.472212
9.20033,-14.9398985
9.303805,20.068869
14.316351,11.870161
13.91763,7.0409503
11.775641,16.84789
9.391508,14.512519
11.286448,6.284297
-7.2696943,12.83014
10.968979,-8.523153
23.89851,5.123686
13.6273155,7.200997
13.1489525,7.489616
12.6351185,18.602829
11.145477,15.338857
11.37236,13.191053
12.351283,18.77749
14.214082,-12.170504
12.151642,17.736338
9.111172,-5.1713977
9.398392,14.501971
-8.727986,-6.3413305
12.309479,-4.1457157
24.42159,13.169108
-3.3663836,15.79426
-5.6420836,7.777914
5.901382,-3.639193
11.3147335,6.31045
9.140702,-14.958918
8.179178,-5.6845756
20.25562,12.787926
-0.56688607,20.934183
-3.850411,17.360716
13.879849,2.914616
14.711281,-12.37932
1.4497954,9.468847
9.433029,-15.643621
17.397717,8.227296
20.585878,-5.0804644
20.970299,-3.6132
10.060064,-15.593951
12.683147,18.569849
12.1621475,17.7969
20.23864,12.771306
29.443483,4.3377247
23.494833,4.726401
11.874636,13.791307
11.212598,12.509067
12.375969,6.464583
-8.722468,-6.3390207
9.372924,3.489546
9.41205,-15.6270685
11.940821,19.76855
9.687663,-15.542511
9.398604,14.535895
11.168527,15.272865
-3.5623844,16.07407
-3.4271095,15.93368
-10.112061,4.91482
-4.449259,17.093668
13.892133,2.9424362
9.473466,-15.639815
13.656629,7.2702556
4.4567294,-3.3475206
12.211012,12.902652
20.593935,-5.072148
-4.400971,16.722406
-1.3134276,16.59876
4.425881,-3.379355
-5.6178217,7.7781153
10.625849,12.302047
24.400028,13.190607
13.1644335,7.4787645
5.8937273,-3.6398916
10.276535,13.684933
9.681675,12.460443
11.39648,13.133196
9.409814,12.5212345
23.536375,4.7630663
-4.0894303,16.504673
20.95684,-3.6294596
-4.467517,17.317276
23.562428,4.8136144
5.8810863,9.252389
5.890206,9.250874
20.23985,12.772213
5.880407,9.263192
6.1817565,-3.3688934
17.153349,5.9073715
12.323662,18.218483
9.308993,19.790684
9.569142,19.716402
12.607378,18.578428
12.602392,18.600216
9.814687,19.094543
12.170069,17.851992
10.848977,17.83624
9.446009,12.50753
10.444853,-14.884666
14.147622,11.613165
10.655631,15.125339
-3.9596324,-0.1928222
-15.525979,6.316429
29.454765,4.3482766
17.701536,6.6346574
11.895799,17.093563
14.160904,11.632628
15.789695,-0.8004638
-5.3601027,6.321744
1.159886,0.46353084
23.557041,4.76113
-10.91334,4.994151
-3.4149466,15.918264
13.321502,2.4094524
0.7532108,13.961296
9.452251,19.121439
8.676387,12.946233
13.400955,6.8222256
11.752803,12.879775
12.332369,17.992407
0.75153136,13.957459
10.619366,12.300444
-9.959211,5.1382008
12.602821,-4.301567
4.4443135,3.8487945
8.673933,12.949171
-15.533397,6.308873
12.385477,18.258478
-2.541772,9.707532
11.941094,19.79442
5.865592,9.275102
20.611006,-5.0500464
10.663601,15.107939
4.0520363,13.658974
4.5544906,-9.93949
13.7010975,7.15634
17.146517,5.950057
9.757907,-14.814064
9.523894,3.3279376
1.1722947,0.4544375
12.694261,18.61383
11.881204,19.386742
13.361731,15.000448
12.257493,-4.1131063
16.938705,5.659388
11.786576,16.858265
16.985775,5.8816786
13.46642,13.146446
16.967342,7.4092593
14.853916,-11.837215
12.135378,6.622044
13.252801,6.213222
10.990917,12.367438
12.583245,18.60671
9.80208,19.043613
13.693307,7.23767
11.818647,19.744728
10.802815,17.817015
4.0371957,-1.6871117
1.1693454,0.459587
12.162694,6.5961647
5.107758,-11.245824
3.8210363,-1.9027791
10.992993,19.57642
-0.46591383,21.036886
9.754564,-14.814554
24.42829,5.0653195
11.789044,19.395035
14.887235,-12.522566
20.575483,-5.0952168
12.1371155,13.0570755
10.86283,17.847795
11.002008,19.565624
-4.19162,6.1415067
4.5712185,-10.801365
9.571433,-15.662788
11.768602,12.603983
9.677015,19.773659
10.817066,17.792862
10.605677,15.060803
17.443846,7.506233
4.1052294,13.690445
8.588293,13.07094
9.527394,-15.649156
-9.855479,5.301208
16.914705,5.606609
11.764946,19.636602
4.575762,-10.802409
-2.533658,9.715842
9.787813,19.036112
9.653102,12.348695
17.249985,5.879109
7.92525,5.5055876
10.9741535,12.398872
11.694977,19.559639
24.12778,4.2850313
4.5511975,-9.939421
11.788113,16.857876
4.24801,13.297492
20.971231,-3.6136482
13.389461,6.362815
13.302992,2.3966808
11.759262,6.36746
14.842752,-11.845495
12.480493,18.703287
4.5560503,-9.940024
-3.9781113,17.42089
14.175535,-12.170525
5.90367,-3.6416483
11.181038,15.40756
23.615553,4.8720293
-3.2424934,15.291603
20.562977,-5.1147127
12.306679,-4.144432
6.4509263,-3.6148965
6.1062794,-3.429153
4.4025683,13.044534
10.145781,13.79926
4.9988236,-1.3996121
8.785257,12.926361
13.426184,12.537775
29.46693,4.356589
-4.175554,16.560303
6.674256,-3.6457312
5.091831,-11.260963
9.589898,19.814173
13.36573,2.4629729
14.312132,11.895385
-15.529287,6.31305
3.8464658,-1.8714337
11.915809,17.132837
11.465247,6.3036494
12.409752,14.412165
4.1831174,13.4564495
7.3017445,-3.633479
8.570666,13.112839
17.037775,7.5753965
13.15312,18.752853
13.775859,2.8236184
12.37647,18.77234
4.3709297,13.065712
23.925112,5.1363316
11.8851185,17.04384
13.7994,13.078088
12.320671,6.5524664
13.293135,6.9981127
-7.2441015,12.806477
-15.527458,6.314917
29.484783,4.3763447
11.44874,-12.686295
10.151008,19.539667
11.781007,19.373999
5.8564854,9.285305
13.203821,7.4749546
8.007832,5.4111934
4.4471817,3.8516753
1.4369141,9.48143
1.1565132,0.46828905
29.469923,4.361269
-4.4689,17.219948
11.845604,12.639998
11.63549,16.483654
9.578652,14.847005
-11.335769,4.2408013
-5.6597857,7.7874866
23.70983,4.987676
-1.3395844,16.55592
-3.0635607,14.707226
10.60902,15.024603
13.312706,2.4020624
13.853428,6.864901
13.5795,7.198702
14.8524,-11.843902
5.0863123,-11.267858
12.352933,18.228312
11.807644,16.886211
17.114126,5.903543
10.549383,-14.723236
-4.415953,-2.0335062
9.224177,-14.869019
-11.325192,4.5132627
0.725582,13.934917
-6.1060925,7.1679378
29.455826,4.349145
-1.4137836,16.407425
-3.406625,6.0306835
-6.2799897,8.00912
4.564895,5.2059236
10.971738,-8.523943
12.141461,6.604705
17.21138,8.044244
13.765235,12.751398
17.345865,7.778325
-3.0530648,14.6969185
-4.385491,16.93578
12.300198,6.502318
9.166344,20.193224
20.544342,-5.141387
-10.883376,5.0070944
11.762431,16.816687
29.470638,4.363791
10.1667595,19.54297
10.702047,12.316944
4.297926,-10.917418
13.313708,2.4045246
8.628235,13.005278
-2.6217735,-9.901899
5.061342,-1.4284805
7.390017,-6.2202263
-2.8195686,13.911944
7.377612,-6.2280917
9.71082,13.745129
29.402378,4.303667
9.300096,12.587536
11.808006,13.133891
-4.35409,-1.9713752
-4.0710583,6.135401
-6.1547,7.247962
13.226724,18.839392
-5.776523,6.4601583
17.359352,7.7569165
11.205223,15.493542
11.588061,12.620757
-4.441085,-2.0597
17.06319,7.6292543
13.385892,6.909255
10.278954,13.702075
20.234985,12.766973
-2.5134673,9.735804
17.184462,6.0409164
9.766968,13.744815
-6.3742886,7.8511195
4.126512,13.715176
11.199623,6.2809186
6.3200226,-3.1281283
13.177797,7.482345
20.979906,-3.599058
9.286645,12.675973
9.395408,14.593805
5.0982018,-11.269784
15.831882,-0.8301996
4.31775,13.152936
12.342833,12.884021
8.579603,13.097451
4.368161,13.074362
9.351583,12.563524
9.834604,12.554909
3.8439019,-1.8766015
-4.481211,17.269224
29.382803,4.2843337
12.029592,17.439697
-0.69780576,20.799065
15.13776,-12.529493
-2.6294527,-9.8939905
15.830574,-0.8263675
-0.4022704,21.101482
8.609642,13.020376
4.3768053,13.066196
11.873247,17.04472
11.142463,15.297632
-11.0694475,4.8439727
7.264468,-3.6362636
13.14011,18.815073
17.368477,6.180432
13.427176,12.71297
-15.416505,6.4247932
-3.407681,6.026084
14.331185,-12.220103
6.0793443,-3.456077
9.514252,12.451039
-3.743238,16.289412
-3.055775,14.717822
-11.123716,4.7904015
20.550484,-5.144189
12.209487,6.6131787
10.115926,19.528877
23.461863,4.6316137
13.233171,18.83792
13.2798,7.034425
15.800287,-0.7999306
7.4033475,-6.2074976
13.656077,7.301644
11.880361,19.306017
-10.884256,5.020705
9.591663,14.817076
11.044697,19.527878
9.767357,-14.8268385
17.20013,5.986977
-2.6368089,-9.886464
5.0733466,-11.265143
13.3522215,2.4352617
-4.1230316,16.53284
-2.638598,-9.883829
17.54078,8.396217
8.193042,-5.6712246
10.811014,17.781963
-11.24451,4.643925
10.735989,17.73451
10.822037,17.829622
9.102977,19.845139
29.320192,4.2269382
11.884183,17.033642
9.663276,19.800594
20.547518,-5.150116
10.766055,17.756798
10.806227,17.792612
16.873861,5.6256332
4.558124,-10.789502
6.331731,-3.1270764
-2.8032305,13.921484
9.412869,13.663317
12.332362,14.694085
-3.071487,14.716554
11.734948,19.635714
9.594084,14.840846
5.9007134,-3.6325254
4.5280194,-9.967279
-2.647218,-9.875533
20.988379,-3.5849063
8.188113,-5.6771817
29.285408,4.197081
12.39977,6.453469
23.664335,4.8438764
13.152755,18.751102
12.300622,15.1830845
7.3524804,-6.2559385
-11.388922,4.4449153
-7.2290564,12.79211
29.21728,4.139144
12.401223,12.906821
-4.178047,6.13557
9.7281,-14.798421
-3.4966042,15.978506
-10.086946,4.907867
-11.376722,4.250128
12.312666,15.176947
-2.6680267,14.133366
11.486906,12.763376
4.3129563,13.14791
13.646226,14.989044
29.248152,4.1634917
8.11576,5.235806
-2.6361246,-9.886733
4.5515814,-10.775118
6.214388,-3.3219283
29.22662,4.148268
29.243599,4.1650944
10.073409,19.50746
29.221676,4.1336675
-4.397206,-2.0145705
9.392678,12.552456
5.8838644,9.264814
29.179733,4.103947
29.201252,4.1142
29.234749,4.157402
-5.4489875,5.0439897
5.882608,9.264855
13.865721,2.9172757
9.23263,-14.861611
9.457349,-15.597877
7.9485765,5.45024
29.197561,4.1231194
-3.4388855,5.980532
13.012328,-4.5142493
29.243666,4.161803
4.44648,3.847336
1.4538591,9.464318
5.8938236,9.260437
13.528761,6.3875847
1.5100443,9.404443
8.857468,4.1929984
1.1412257,0.481527
0.9019084,0.8072722
-4.108439,-0.3046169
4.559173,5.206876
16.693102,-1.1291806
6.0767965,-3.450363
8.210983,-5.653197
4.531927,-9.963285
5.8403125,9.288538
29.201359,4.1242585
7.2939844,-3.6357446
7.3656073,-6.237741
29.222013,4.143393
29.221905,4.1402655
13.92394,13.790909
11.911318,13.310505
9.800968,-13.773541
11.992127,19.028824
20.52174,-5.1889424
-2.659772,-9.862082
10.106443,13.759374
6.641123,-3.6465652
0.7636768,13.97064
20.99762,-3.5655558
13.518372,6.782584
28.787323,4.0694246
9.634749,-15.608237
4.547706,-10.782327
10.067862,-15.022495
4.554568,-10.792756
-2.6771667,-9.843961
7.921934,5.489689
13.841622,6.952301
10.82753,17.818468
-5.449838,5.041668
20.996109,-3.5702205
6.228401,-3.2929347
20.99827,-3.565991
28.795462,4.078054
8.195895,-5.670861
13.055761,-4.543984
20.510944,-5.2061334
24.272438,4.5098567
9.34906,12.550463
8.220889,-5.653734
10.648547,15.122397
11.856095,16.07463
9.580676,18.979773
-6.119341,7.059408
11.864314,17.008152
13.618029,2.673322
16.92107,7.394777
11.376729,-13.6050005
11.69542,12.833451
17.873974,7.6818347
17.027391,5.8714223
-6.5205154,7.2549605
-4.5103817,-2.128913
28.735403,4.0508733
10.141043,13.786232
28.731318,4.0436387
-7.2351894,12.797265
12.320596,15.149849
15.008734,-12.505482
-2.9076934,14.354941
-2.661358,14.114755
11.526457,-12.160805
9.180311,-15.047794
4.538424,-9.95534
14.152755,11.621717
21.00477,-3.5505183
13.456489,13.0679865
28.736595,4.0484877
13.505082,6.369584
13.817423,13.279991
11.77546,16.829504
23.48312,4.650219
3.5617564,19.405905
13.663897,14.972806
11.943123,15.885331
-9.916654,5.2423377
13.060699,18.695126
8.723813,12.88694
11.768945,12.604282
11.854892,19.737465
-9.8421755,5.292169
12.288602,14.603685
13.377982,7.083144
11.100628,-7.8382087
11.800366,19.642403
-5.3484826,6.311742
9.137498,19.733206
13.859577,12.627868
17.437172,9.294446
6.4248757,5.8352437
-4.3670015,16.730236
-6.3172903,7.9633355
12.512416,6.411172
12.227533,6.599569
10.303795,13.661995
28.722483,4.0417895
-2.9210052,14.387923
1.073869,0.54822624
-6.48007,7.2085958
14.989111,-12.517201
-2.933748,14.370791
-3.443373,5.9834175
17.619595,8.755459
14.806289,-12.095751
9.371998,19.217289
10.596075,-14.6491785
8.771805,12.860765
13.048825,-4.541431
15.039557,-12.514884
12.159712,-4.0475082
14.852924,-11.854655
8.594915,13.058461
9.142885,19.718348
9.417321,19.563948
11.206515,6.2888694
12.2995825,14.645889
20.528679,-5.1896706
28.679306,4.0167637
-0.40428403,21.09981
7.364932,-6.237232
17.108553,5.846741
-3.0619147,14.703197
9.328326,12.559925
28.690395,4.0195355
21.005278,-3.548583
23.392265,4.1604753
11.281003,6.277805
23.838327,5.049298
-7.252794,12.8109455
-5.5193386,7.2107635
9.580189,14.841959
13.265085,13.205742
9.582018,19.79995
12.138685,-4.0313168
9.43952,-15.61548
16.87715,5.611812
4.9157724,-11.296445
9.349028,12.554073
-7.2012134,12.766368
17.394833,7.229978
13.417963,2.5228465
12.214826,12.886242
11.8097315,19.708822
-6.26195,8.047646
12.251573,6.556573
10.998914,-8.484352
10.760545,17.761253
24.224407,4.947344
12.426828,14.349111
10.845064,17.831856
-3.890777,16.524652
-4.1392875,16.557844
11.61723,12.598226
12.177177,-4.0649424
4.2208796,13.3286915
12.507815,18.688316
6.095344,-3.4021711
4.377383,13.061535
15.805128,-0.8052282
-9.766079,5.292811
20.228111,12.760339
-6.316249,7.7859993
-2.9315891,17.36218
17.324219,7.687117
9.596843,13.703233
9.367881,19.212091
9.395932,12.53397
12.314752,15.1572
-2.6723943,-9.846414
20.501541,-5.250841
10.116199,-15.118166
-15.403984,6.437351
0.75589633,13.961913
9.623911,-15.658821
4.9723887,-11.599013
14.168532,-12.159908
20.496675,-5.2651014
5.9026165,-3.6374557
13.291861,7.0338497
11.353187,-13.605451
10.868828,-6.987801
14.203738,-12.167875
-2.513206,9.73651
11.781811,16.83657
5.001567,10.101281
11.571288,-12.090183
11.935087,15.900175
13.236196,18.842749
13.152959,7.487467
9.541206,18.996212
-15.422057,6.419873
-5.5064316,5.111626
15.785648,-0.8008441
6.1601276,-3.346355
-15.491859,6.3500338
17.444334,9.289214
28.631636,3.9759867
-3.8747754,17.410427
28.636038,3.9855978
11.370452,13.205581
9.226867,20.081865
-1.3350747,16.498766
10.809049,17.78698
15.788154,-0.8032838
21.06815,-3.403605
11.528873,12.80123
13.29639,12.562924
13.847859,2.8995008
-3.5597746,16.06717
11.950511,15.861567
23.62936,4.874392
9.767475,19.045507
13.433168,2.5384605
20.485664,-5.2930665
11.813162,13.165588
21.027288,-3.4976177
11.874444,15.962308
4.4540634,3.8580995
9.607081,18.964502
23.870913,5.1960077
5.161603,-11.203356
-4.4638124,17.11526
-0.5902115,20.910353
-4.5094614,-2.1277766
12.578131,-4.2889633
9.32976,19.482067
9.652529,-13.930661
-2.6864812,14.146694
-4.4350934,17.05797
14.847887,-12.018911
9.617557,12.416683
15.01209,-12.60826
4.9355063,-11.2885475
12.151333,-4.041871
13.812869,13.109834
13.777985,12.998434
